source_file,output_file,study,scenario,session,input_rows,output_rows,input_columns,output_columns,decoded_column_count,malformed_cell_count,status,warnings,error_message,runtime_seconds,completed_time_utc
C:\Users\patl5\OneDrive\Documents\BURE\xiang\PedNYC32\csv\CSV_Scenario-Ped-103_Session-temp_2024-05-01-15-16-57.csv,C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC32\CSV_Scenario-Ped-103_Session-temp_2024-05-01-15-16-57_decoded.csv,PedNYC32,103,temp_2024-05-01-15-16-57,1312.0,1312.0,342.0,1006.0,,,skipped_valid,existing output validated; malformed count unavailable without repeating decode,,0.5894748999853618,2026-07-21T22:15:33.068878+00:00
C:\Users\patl5\OneDrive\Documents\BURE\xiang\PedNYC32\csv\CSV_Scenario-Ped-104_Session-temp_2024-05-01-15-03-26.csv,C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC32\CSV_Scenario-Ped-104_Session-temp_2024-05-01-15-03-26_decoded.csv,PedNYC32,104,temp_2024-05-01-15-03-26,1577.0,1577.0,342.0,1006.0,,,skipped_valid,existing output validated; malformed count unavailable without repeating decode,,0.5362642999971285,2026-07-21T22:15:33.617063+00:00
C:\Users\patl5\OneDrive\Documents\BURE\xiang\PedNYC32\csv\CSV_Scenario-Ped-106_Session-temp_2024-05-01-14-40-27.csv,C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC32\CSV_Scenario-Ped-106_Session-temp_2024-05-01-14-40-27_decoded.csv,PedNYC32,106,temp_2024-05-01-14-40-27,1532.0,1532.0,342.0,1006.0,,,skipped_valid,existing output validated; malformed count unavailable without repeating decode,,0.6309154000191484,2026-07-21T22:15:34.257272+00:00
C:\Users\patl5\OneDrive\Documents\BURE\xiang\PedNYC32\csv\CSV_Scenario-Ped-15_Session-temp_2024-05-01-15-09-18.csv,C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC32\CSV_Scenario-Ped-15_Session-temp_2024-05-01-15-09-18_decoded.csv,PedNYC32,15,temp_2024-05-01-15-09-18,1008.0,1008.0,342.0,1006.0,,,skipped_valid,existing output validated; malformed count unavailable without repeating decode,,0.3586959000094794,2026-07-21T22:15:34.627793+00:00
C:\Users\patl5\OneDrive\Documents\BURE\xiang\PedNYC32\csv\CSV_Scenario-Ped-16_Session-temp_2024-05-01-15-12-43.csv,C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC32\CSV_Scenario-Ped-16_Session-temp_2024-05-01-15-12-43_decoded.csv,PedNYC32,16,temp_2024-05-01-15-12-43,842.0,842.0,342.0,1006.0,,,skipped_valid,existing output validated; malformed count unavailable without repeating decode,,0.2575504999840632,2026-07-21T22:15:34.895388+00:00
C:\Users\patl5\OneDrive\Documents\BURE\xiang\PedNYC32\csv\CSV_Scenario-Ped-21_Session-temp_2024-05-01-15-23-15.csv,C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC32\CSV_Scenario-Ped-21_Session-temp_2024-05-01-15-23-15_decoded.csv,PedNYC32,21,temp_2024-05-01-15-23-15,1187.0,1187.0,342.0,1006.0,,,skipped_valid,existing output validated; malformed count unavailable without repeating decode,,0.3613842999911867,2026-07-21T22:15:35.265445+00:00
C:\Users\patl5\OneDrive\Documents\BURE\xiang\PedNYC32\csv\CSV_Scenario-Ped-3_Session-temp_2024-05-01-14-48-34.csv,C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC32\CSV_Scenario-Ped-3_Session-temp_2024-05-01-14-48-34_decoded.csv,PedNYC32,3,temp_2024-05-01-14-48-34,1249.0,1249.0,342.0,1006.0,,,skipped_valid,existing output validated; malformed count unavailable without repeating decode,,0.4687553999829106,2026-07-21T22:15:35.744687+00:00
C:\Users\patl5\OneDrive\Documents\BURE\xiang\PedNYC32\csv\CSV_Scenario-Ped-7_Session-temp_2024-05-01-14-59-42.csv,C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC32\CSV_Scenario-Ped-7_Session-temp_2024-05-01-14-59-42_decoded.csv,PedNYC32,7,temp_2024-05-01-14-59-42,1078.0,1078.0,342.0,1006.0,,,skipped_valid,existing output validated; malformed count unavailable without repeating decode,,0.3822022999811452,2026-07-21T22:15:36.137338+00:00
C:\Users\patl5\OneDrive\Documents\BURE\xiang\PedNYC4\csv\CSV_Scenario-Ped-101_Session-temp_2024-02-26-14-37-36.csv,C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC4\CSV_Scenario-Ped-101_Session-temp_2024-02-26-14-37-36_decoded.csv,PedNYC4,101,temp_2024-02-26-14-37-36,885.0,885.0,342.0,1006.0,,,skipped_valid,existing output validated; malformed count unavailable without repeating decode,,0.27194009997765534,2026-07-21T22:15:36.418010+00:00
C:\Users\patl5\OneDrive\Documents\BURE\xiang\PedNYC4\csv\CSV_Scenario-Ped-102_Session-temp_2024-02-26-14-57-24.csv,C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC4\CSV_Scenario-Ped-102_Session-temp_2024-02-26-14-57-24_decoded.csv,PedNYC4,102,temp_2024-02-26-14-57-24,914.0,914.0,342.0,1006.0,,,skipped_valid,existing output validated; malformed count unavailable without repeating decode,,0.3642622999905143,2026-07-21T22:15:36.792018+00:00
C:\Users\patl5\OneDrive\Documents\BURE\xiang\PedNYC4\csv\CSV_Scenario-Ped-103_Session-temp_2024-02-26-14-41-18.csv,C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC4\CSV_Scenario-Ped-103_Session-temp_2024-02-26-14-41-18_decoded.csv,PedNYC4,103,temp_2024-02-26-14-41-18,643.0,643.0,342.0,1006.0,,,skipped_valid,existing output validated; malformed count unavailable without repeating decode,,0.3379973999981303,2026-07-21T22:15:37.144692+00:00
C:\Users\patl5\OneDrive\Documents\BURE\xiang\PedNYC4\csv\CSV_Scenario-Ped-104_Session-temp_2024-02-26-15-17-15.csv,C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC4\CSV_Scenario-Ped-104_Session-temp_2024-02-26-15-17-15_decoded.csv,PedNYC4,104,temp_2024-02-26-15-17-15,700.0,700.0,342.0,1006.0,,,skipped_valid,existing output validated; malformed count unavailable without repeating decode,,0.3509536999918055,2026-07-21T22:15:37.512244+00:00
C:\Users\patl5\OneDrive\Documents\BURE\xiang\PedNYC4\csv\CSV_Scenario-Ped-105_Session-temp_2024-02-26-14-48-39.csv,C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC4\CSV_Scenario-Ped-105_Session-temp_2024-02-26-14-48-39_decoded.csv,PedNYC4,105,temp_2024-02-26-14-48-39,753.0,753.0,342.0,1006.0,,,skipped_valid,existing output validated; malformed count unavailable without repeating decode,,0.3279041000059806,2026-07-21T22:15:37.852929+00:00
C:\Users\patl5\OneDrive\Documents\BURE\xiang\PedNYC4\csv\CSV_Scenario-Ped-106_Session-temp_2024-02-26-15-24-53.csv,C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC4\CSV_Scenario-Ped-106_Session-temp_2024-02-26-15-24-53_decoded.csv,PedNYC4,106,temp_2024-02-26-15-24-53,695.0,695.0,342.0,1006.0,,,skipped_valid,existing output validated; malformed count unavailable without repeating decode,,0.26271510001970455,2026-07-21T22:15:38.126956+00:00
C:\Users\patl5\OneDrive\Documents\BURE\xiang\PedNYC4\csv\CSV_Scenario-Ped-12_Session-temp_2024-02-26-15-22-47.csv,C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC4\CSV_Scenario-Ped-12_Session-temp_2024-02-26-15-22-47_decoded.csv,PedNYC4,12,temp_2024-02-26-15-22-47,467.0,467.0,342.0,1006.0,,,skipped_valid,existing output validated; malformed count unavailable without repeating decode,,0.17667919999803416,2026-07-21T22:15:38.316999+00:00
C:\Users\patl5\OneDrive\Documents\BURE\xiang\PedNYC4\csv\CSV_Scenario-Ped-15_Session-temp_2024-02-26-15-19-29.csv,C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC4\CSV_Scenario-Ped-15_Session-temp_2024-02-26-15-19-29_decoded.csv,PedNYC4,15,temp_2024-02-26-15-19-29,881.0,881.0,342.0,1006.0,,,skipped_valid,existing output validated; malformed count unavailable without repeating decode,,0.31820670000161044,2026-07-21T22:15:38.644708+00:00
C:\Users\patl5\OneDrive\Documents\BURE\xiang\PedNYC4\csv\CSV_Scenario-Ped-16_Session-temp_2024-02-26-15-00-22.csv,C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC4\CSV_Scenario-Ped-16_Session-temp_2024-02-26-15-00-22_decoded.csv,PedNYC4,16,temp_2024-02-26-15-00-22,539.0,539.0,342.0,1006.0,,,skipped_valid,existing output validated; malformed count unavailable without repeating decode,,0.23216089999186806,2026-07-21T22:15:38.887740+00:00
C:\Users\patl5\OneDrive\Documents\BURE\xiang\PedNYC4\csv\CSV_Scenario-Ped-21_Session-temp_2024-02-26-14-53-16.csv,C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC4\CSV_Scenario-Ped-21_Session-temp_2024-02-26-14-53-16_decoded.csv,PedNYC4,21,temp_2024-02-26-14-53-16,997.0,997.0,342.0,1006.0,,,skipped_valid,existing output validated; malformed count unavailable without repeating decode,,0.35644820000743493,2026-07-21T22:15:39.256487+00:00
C:\Users\patl5\OneDrive\Documents\BURE\xiang\PedNYC4\csv\CSV_Scenario-Ped-3_Session-temp_2024-02-26-15-11-13.csv,C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC4\CSV_Scenario-Ped-3_Session-temp_2024-02-26-15-11-13_decoded.csv,PedNYC4,3,temp_2024-02-26-15-11-13,942.0,942.0,342.0,1006.0,,,skipped_valid,existing output validated; malformed count unavailable without repeating decode,,0.2773363000014797,2026-07-21T22:15:39.541611+00:00
C:\Users\patl5\OneDrive\Documents\BURE\xiang\PedNYC4\csv\CSV_Scenario-Ped-7_Session-temp_2024-02-26-15-14-20.csv,C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC4\CSV_Scenario-Ped-7_Session-temp_2024-02-26-15-14-20_decoded.csv,PedNYC4,7,temp_2024-02-26-15-14-20,674.0,674.0,342.0,1006.0,,,skipped_valid,existing output validated; malformed count unavailable without repeating decode,,0.20564179998473264,2026-07-21T22:15:39.756146+00:00
C:\Users\patl5\OneDrive\Documents\BURE\xiang\PedNYC5\csv\CSV_Scenario-Ped-101_Session-temp_2024-02-27-10-52-59.csv,C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC5\CSV_Scenario-Ped-101_Session-temp_2024-02-27-10-52-59_decoded.csv,PedNYC5,101,temp_2024-02-27-10-52-59,811.0,811.0,342.0,1006.0,,,skipped_valid,existing output validated; malformed count unavailable without repeating decode,,0.2604517999861855,2026-07-21T22:15:40.025200+00:00
C:\Users\patl5\OneDrive\Documents\BURE\xiang\PedNYC5\csv\CSV_Scenario-Ped-102_Session-temp_2024-02-27-11-31-18.csv,C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC5\CSV_Scenario-Ped-102_Session-temp_2024-02-27-11-31-18_decoded.csv,PedNYC5,102,temp_2024-02-27-11-31-18,483.0,483.0,342.0,1006.0,,,skipped_valid,existing output validated; malformed count unavailable without repeating decode,,0.19025310000870377,2026-07-21T22:15:40.226180+00:00
C:\Users\patl5\OneDrive\Documents\BURE\xiang\PedNYC5\csv\CSV_Scenario-Ped-103_Session-temp_2024-02-27-11-03-02.csv,C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC5\CSV_Scenario-Ped-103_Session-temp_2024-02-27-11-03-02_decoded.csv,PedNYC5,103,temp_2024-02-27-11-03-02,520.0,520.0,342.0,1006.0,,,skipped_valid,existing output validated; malformed count unavailable without repeating decode,,0.20534879999468103,2026-07-21T22:15:40.444210+00:00
C:\Users\patl5\OneDrive\Documents\BURE\xiang\PedNYC5\csv\CSV_Scenario-Ped-104_Session-temp_2024-02-27-11-12-39.csv,C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC5\CSV_Scenario-Ped-104_Session-temp_2024-02-27-11-12-39_decoded.csv,PedNYC5,104,temp_2024-02-27-11-12-39,967.0,967.0,342.0,1006.0,,,skipped_valid,existing output validated; malformed count unavailable without repeating decode,,0.3003224999993108,2026-07-21T22:15:40.755140+00:00
C:\Users\patl5\OneDrive\Documents\BURE\xiang\PedNYC5\csv\CSV_Scenario-Ped-105_Session-temp_2024-02-27-11-34-12.csv,C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC5\CSV_Scenario-Ped-105_Session-temp_2024-02-27-11-34-12_decoded.csv,PedNYC5,105,temp_2024-02-27-11-34-12,559.0,559.0,342.0,1006.0,,,skipped_valid,existing output validated; malformed count unavailable without repeating decode,,0.16399239999009296,2026-07-21T22:15:40.927717+00:00
C:\Users\patl5\OneDrive\Documents\BURE\xiang\PedNYC5\csv\CSV_Scenario-Ped-106_Session-temp_2024-02-27-11-42-55.csv,C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC5\CSV_Scenario-Ped-106_Session-temp_2024-02-27-11-42-55_decoded.csv,PedNYC5,106,temp_2024-02-27-11-42-55,991.0,991.0,342.0,1006.0,,,skipped_valid,existing output validated; malformed count unavailable without repeating decode,,0.2902139999787323,2026-07-21T22:15:41.226861+00:00
C:\Users\patl5\OneDrive\Documents\BURE\xiang\PedNYC5\csv\CSV_Scenario-Ped-12_Session-temp_2024-02-27-10-57-58.csv,C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC5\CSV_Scenario-Ped-12_Session-temp_2024-02-27-10-57-58_decoded.csv,PedNYC5,12,temp_2024-02-27-10-57-58,511.0,511.0,342.0,1006.0,,,skipped_valid,existing output validated; malformed count unavailable without repeating decode,,0.1585287000052631,2026-07-21T22:15:41.394846+00:00
C:\Users\patl5\OneDrive\Documents\BURE\xiang\PedNYC5\csv\CSV_Scenario-Ped-15_Session-temp_2024-02-27-11-06-21.csv,C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC5\CSV_Scenario-Ped-15_Session-temp_2024-02-27-11-06-21_decoded.csv,PedNYC5,15,temp_2024-02-27-11-06-21,856.0,856.0,342.0,1006.0,,,skipped_valid,existing output validated; malformed count unavailable without repeating decode,,0.3274490000039805,2026-07-21T22:15:41.732981+00:00
C:\Users\patl5\OneDrive\Documents\BURE\xiang\PedNYC5\csv\CSV_Scenario-Ped-16_Session-temp_2024-02-27-11-36-46.csv,C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC5\CSV_Scenario-Ped-16_Session-temp_2024-02-27-11-36-46_decoded.csv,PedNYC5,16,temp_2024-02-27-11-36-46,688.0,688.0,342.0,1006.0,,,skipped_valid,existing output validated; malformed count unavailable without repeating decode,,0.27202189998934045,2026-07-21T22:15:42.017142+00:00
C:\Users\patl5\OneDrive\Documents\BURE\xiang\PedNYC5\csv\CSV_Scenario-Ped-21_Session-temp_2024-02-27-11-09-49.csv,C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC5\CSV_Scenario-Ped-21_Session-temp_2024-02-27-11-09-49_decoded.csv,PedNYC5,21,temp_2024-02-27-11-09-49,901.0,901.0,342.0,1006.0,,,skipped_valid,existing output validated; malformed count unavailable without repeating decode,,0.308891799999401,2026-07-21T22:15:42.341711+00:00
C:\Users\patl5\OneDrive\Documents\BURE\xiang\PedNYC5\csv\CSV_Scenario-Ped-3_Session-temp_2024-02-27-11-47-03.csv,C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC5\CSV_Scenario-Ped-3_Session-temp_2024-02-27-11-47-03_decoded.csv,PedNYC5,3,temp_2024-02-27-11-47-03,834.0,834.0,342.0,1006.0,,,skipped_valid,existing output validated; malformed count unavailable without repeating decode,,0.28277580000576563,2026-07-21T22:15:42.633215+00:00
C:\Users\patl5\OneDrive\Documents\BURE\xiang\PedNYC5\csv\CSV_Scenario-Ped-7_Session-temp_2024-02-27-11-40-01.csv,C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC5\CSV_Scenario-Ped-7_Session-temp_2024-02-27-11-40-01_decoded.csv,PedNYC5,7,temp_2024-02-27-11-40-01,690.0,690.0,342.0,1006.0,,,skipped_valid,existing output validated; malformed count unavailable without repeating decode,,0.25148529998841695,2026-07-21T22:15:42.895729+00:00
C:\Users\patl5\OneDrive\Documents\BURE\xiang\PedNYC6\csv\CSV_Scenario-Ped-101_Session-temp_2024-03-01-11-08-40.csv,C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC6\CSV_Scenario-Ped-101_Session-temp_2024-03-01-11-08-40_decoded.csv,PedNYC6,101,temp_2024-03-01-11-08-40,779.0,779.0,342.0,1006.0,,,skipped_valid,existing output validated; malformed count unavailable without repeating decode,,0.3681411000143271,2026-07-21T22:15:43.276786+00:00
C:\Users\patl5\OneDrive\Documents\BURE\xiang\PedNYC6\csv\CSV_Scenario-Ped-102_Session-temp_2024-03-01-11-12-33.csv,C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC6\CSV_Scenario-Ped-102_Session-temp_2024-03-01-11-12-33_decoded.csv,PedNYC6,102,temp_2024-03-01-11-12-33,819.0,819.0,342.0,1006.0,,,skipped_valid,existing output validated; malformed count unavailable without repeating decode,,0.3086087999981828,2026-07-21T22:15:43.596829+00:00
C:\Users\patl5\OneDrive\Documents\BURE\xiang\PedNYC6\csv\CSV_Scenario-Ped-103_Session-temp_2024-03-01-11-23-18.csv,C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC6\CSV_Scenario-Ped-103_Session-temp_2024-03-01-11-23-18_decoded.csv,PedNYC6,103,temp_2024-03-01-11-23-18,717.0,717.0,342.0,1006.0,,,skipped_valid,existing output validated; malformed count unavailable without repeating decode,,0.2227019999991171,2026-07-21T22:15:43.829949+00:00
C:\Users\patl5\OneDrive\Documents\BURE\xiang\PedNYC6\csv\CSV_Scenario-Ped-104_Session-temp_2024-03-01-11-29-18.csv,C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC6\CSV_Scenario-Ped-104_Session-temp_2024-03-01-11-29-18_decoded.csv,PedNYC6,104,temp_2024-03-01-11-29-18,1770.0,1770.0,342.0,1006.0,,,skipped_valid,existing output validated; malformed count unavailable without repeating decode,,0.5708594000025187,2026-07-21T22:15:44.410228+00:00
C:\Users\patl5\OneDrive\Documents\BURE\xiang\PedNYC6\csv\CSV_Scenario-Ped-106_Session-temp_2024-03-01-11-55-49.csv,C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC6\CSV_Scenario-Ped-106_Session-temp_2024-03-01-11-55-49_decoded.csv,PedNYC6,106,temp_2024-03-01-11-55-49,644.0,644.0,342.0,1006.0,,,skipped_valid,existing output validated; malformed count unavailable without repeating decode,,0.2656744999985676,2026-07-21T22:15:44.686768+00:00
C:\Users\patl5\OneDrive\Documents\BURE\xiang\PedNYC6\csv\CSV_Scenario-Ped-15_Session-temp_2024-03-01-11-47-13.csv,C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC6\CSV_Scenario-Ped-15_Session-temp_2024-03-01-11-47-13_decoded.csv,PedNYC6,15,temp_2024-03-01-11-47-13,399.0,399.0,342.0,1006.0,,,skipped_valid,existing output validated; malformed count unavailable without repeating decode,,0.15496600000187755,2026-07-21T22:15:44.854377+00:00
C:\Users\patl5\OneDrive\Documents\BURE\xiang\PedNYC6\csv\CSV_Scenario-Ped-15_Session-temp_2024-03-01-11-48-06.csv,C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC6\CSV_Scenario-Ped-15_Session-temp_2024-03-01-11-48-06_decoded.csv,PedNYC6,15,temp_2024-03-01-11-48-06,,,,,,,failed,,ValueError: row 4113 has 329 fields; expected 342,0.1678677999880165,2026-07-21T22:15:45.032921+00:00
C:\Users\patl5\OneDrive\Documents\BURE\xiang\PedNYC6\csv\CSV_Scenario-Ped-15_Session-temp_2024-03-01-11-52-52.csv,C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC6\CSV_Scenario-Ped-15_Session-temp_2024-03-01-11-52-52_decoded.csv,PedNYC6,15,temp_2024-03-01-11-52-52,1008.0,1008.0,342.0,1006.0,,,skipped_valid,existing output validated; malformed count unavailable without repeating decode,,0.33683889999520034,2026-07-21T22:15:45.381956+00:00
C:\Users\patl5\OneDrive\Documents\BURE\xiang\PedNYC6\csv\CSV_Scenario-Ped-21_Session-temp_2024-03-01-11-17-48.csv,C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC6\CSV_Scenario-Ped-21_Session-temp_2024-03-01-11-17-48_decoded.csv,PedNYC6,21,temp_2024-03-01-11-17-48,478.0,478.0,342.0,1006.0,,,skipped_valid,existing output validated; malformed count unavailable without repeating decode,,0.14286690001608804,2026-07-21T22:15:45.535326+00:00
C:\Users\patl5\OneDrive\Documents\BURE\xiang\PedNYC6\csv\CSV_Scenario-Ped-21_Session-temp_2024-03-01-11-18-30.csv,C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC6\CSV_Scenario-Ped-21_Session-temp_2024-03-01-11-18-30_decoded.csv,PedNYC6,21,temp_2024-03-01-11-18-30,888.0,888.0,342.0,1006.0,,,skipped_valid,existing output validated; malformed count unavailable without repeating decode,,0.36721480000414886,2026-07-21T22:15:45.912366+00:00
C:\Users\patl5\OneDrive\Documents\BURE\xiang\PedNYC6\csv\CSV_Scenario-Ped-7_Session-temp_2024-03-01-11-26-04.csv,C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC6\CSV_Scenario-Ped-7_Session-temp_2024-03-01-11-26-04_decoded.csv,PedNYC6,7,temp_2024-03-01-11-26-04,789.0,789.0,342.0,1006.0,,,skipped_valid,existing output validated; malformed count unavailable without repeating decode,,0.358431800006656,2026-07-21T22:15:46.288434+00:00
C:\Users\patl5\OneDrive\Documents\BURE\xiang\PedNYC7\csv\CSV_Scenario-Ped-101_Session-temp_2024-03-01-15-16-22.csv,C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC7\CSV_Scenario-Ped-101_Session-temp_2024-03-01-15-16-22_decoded.csv,PedNYC7,101,temp_2024-03-01-15-16-22,1789.0,1789.0,342.0,1006.0,,,skipped_valid,existing output validated; malformed count unavailable without repeating decode,,0.6273120999976527,2026-07-21T22:15:46.930480+00:00
C:\Users\patl5\OneDrive\Documents\BURE\xiang\PedNYC7\csv\CSV_Scenario-Ped-101_Session-temp_2024-03-01-15-19-13.csv,C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC7\CSV_Scenario-Ped-101_Session-temp_2024-03-01-15-19-13_decoded.csv,PedNYC7,101,temp_2024-03-01-15-19-13,727.0,727.0,342.0,1006.0,,,skipped_valid,existing output validated; malformed count unavailable without repeating decode,,0.26688110001850873,2026-07-21T22:15:47.213782+00:00
C:\Users\patl5\OneDrive\Documents\BURE\xiang\PedNYC7\csv\CSV_Scenario-Ped-102_Session-temp_2024-03-01-15-36-20.csv,C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC7\CSV_Scenario-Ped-102_Session-temp_2024-03-01-15-36-20_decoded.csv,PedNYC7,102,temp_2024-03-01-15-36-20,826.0,826.0,342.0,1006.0,,,skipped_valid,existing output validated; malformed count unavailable without repeating decode,,0.3634932000131812,2026-07-21T22:15:47.593844+00:00
C:\Users\patl5\OneDrive\Documents\BURE\xiang\PedNYC7\csv\CSV_Scenario-Ped-103_Session-temp_2024-03-01-15-22-18.csv,C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC7\CSV_Scenario-Ped-103_Session-temp_2024-03-01-15-22-18_decoded.csv,PedNYC7,103,temp_2024-03-01-15-22-18,805.0,805.0,342.0,1006.0,,,skipped_valid,existing output validated; malformed count unavailable without repeating decode,,0.4148628999828361,2026-07-21T22:15:48.026906+00:00
C:\Users\patl5\OneDrive\Documents\BURE\xiang\PedNYC7\csv\CSV_Scenario-Ped-104_Session-temp_2024-03-01-14-53-51.csv,C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC7\CSV_Scenario-Ped-104_Session-temp_2024-03-01-14-53-51_decoded.csv,PedNYC7,104,temp_2024-03-01-14-53-51,756.0,756.0,342.0,1006.0,,,skipped_valid,existing output validated; malformed count unavailable without repeating decode,,0.3014645000221208,2026-07-21T22:15:48.343457+00:00
C:\Users\patl5\OneDrive\Documents\BURE\xiang\PedNYC7\csv\CSV_Scenario-Ped-105_Session-temp_2024-03-01-14-42-15.csv,C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC7\CSV_Scenario-Ped-105_Session-temp_2024-03-01-14-42-15_decoded.csv,PedNYC7,105,temp_2024-03-01-14-42-15,437.0,437.0,342.0,1006.0,,,skipped_valid,existing output validated; malformed count unavailable without repeating decode,,0.1732549000007566,2026-07-21T22:15:48.529473+00:00
C:\Users\patl5\OneDrive\Documents\BURE\xiang\PedNYC7\csv\CSV_Scenario-Ped-105_Session-temp_2024-03-01-14-42-45.csv,C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC7\CSV_Scenario-Ped-105_Session-temp_2024-03-01-14-42-45_decoded.csv,PedNYC7,105,temp_2024-03-01-14-42-45,674.0,674.0,342.0,1006.0,,,skipped_valid,existing output validated; malformed count unavailable without repeating decode,,0.24661870001000352,2026-07-21T22:15:48.789043+00:00
C:\Users\patl5\OneDrive\Documents\BURE\xiang\PedNYC7\csv\CSV_Scenario-Ped-106_Session-temp_2024-03-01-15-30-59.csv,C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC7\CSV_Scenario-Ped-106_Session-temp_2024-03-01-15-30-59_decoded.csv,PedNYC7,106,temp_2024-03-01-15-30-59,891.0,891.0,342.0,1006.0,,,skipped_valid,existing output validated; malformed count unavailable without repeating decode,,0.30447499998263083,2026-07-21T22:15:49.105567+00:00
C:\Users\patl5\OneDrive\Documents\BURE\xiang\PedNYC7\csv\CSV_Scenario-Ped-12_Session-temp_2024-03-01-15-26-15.csv,C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC7\CSV_Scenario-Ped-12_Session-temp_2024-03-01-15-26-15_decoded.csv,PedNYC7,12,temp_2024-03-01-15-26-15,851.0,851.0,342.0,1006.0,,,skipped_valid,existing output validated; malformed count unavailable without repeating decode,,0.39513660001102835,2026-07-21T22:15:49.514293+00:00
C:\Users\patl5\OneDrive\Documents\BURE\xiang\PedNYC7\csv\CSV_Scenario-Ped-12_Session-temp_2024-03-01-15-27-41.csv,C:\Users\patl5\OneDrive\Documents\BURE\xiang\data\processed\decoded\PedNYC7\CSV_Scenario-Ped-12_Session-temp_2024-03-01-15-27-41_decoded.csv,PedNYC7,12,temp_2024-03-01-15-27-41,798.0,798.0,342.0,1006.0,,,skipped_valid,existing output validated; malformed count unavailable without repeating decode,,0.3262811999884434,2026-07-21T22:15:49.857358+00:00
